Continent,Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Africa,Mauritius,MUS,,,,,,,,,,,0.1297,0.1297,0.1553,0.168,0.1871,0.2061,0.2254,0.244,0.2502,0.2437,0.2436,0.2375,0.2341,0.2371,0.2403,0.2405,0.3133,0.3451,0.3738,0.4177,0.443,0.4524,0.503,0.5411,0.5499,0.543,0.5395,0.5266,0.5327,0.7058,0.7538,0.7542,0.7799,0.8116,0.8305,0.8582,0.8682,0.8319,0.8384,0.8695,0.923,0.9324,0.9546,0.9732,0.998,1.0325,1.095,1.1169,1.1372,1.2021,1.0123,1.0321,1.1448,1.1438
North America,Mexico,MEX,,,,,,,,,,,30.2229,30.2229,33.615,36.5465,39.8255,42.6727,46.3514,49.2241,53.4173,60.3016,67.5718,75.4702,75.2392,67.0845,70.3785,70.9389,70.1384,71.9604,73.2907,80.6225,83.4902,89.3897,89.685,91.7548,97.4204,89.3883,91.7085,95.706,98.309,101.0711,105.6122,107.8844,109.7817,116.3803,122.7581,130.2343,137.4067,145.1729,151.1831,147.6966,150.579,151.6586,152.5066,150.6394,151.2396,150.5057,155.8851,151.3733,147.3733,150.1334,107.1113,105.2884,128.0524,130.2114
Europe,Moldova,MDA,,,,,,,,,,,0.8131,0.8131,0.8914,0.965,1.054,1.1593,1.2492,1.2714,1.304,1.3517,1.4558,1.4638,1.4654,1.4456,1.438,1.4512,1.5641,1.617,1.6417,1.6905,2.4161,2.2726,2.2011,1.4255,1.3107,1.3004,1.3946,1.3698,1.0775,0.7153,0.7078,0.7113,0.963,1.1286,1.2587,1.1869,1.1959,1.3106,1.5933,1.5109,1.7392,1.8607,1.6349,1.7226,1.7858,1.9471,2.045,2.0575,2.098,2.162,2.017,2.2322,2.3413,2.359
Europe,Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Mongolia,MNG,,,,,,,,,,,0.4163,0.4163,0.4538,0.4328,0.4203,0.4875,0.4414,0.4893,0.5194,0.5605,0.5702,0.5911,0.7101,0.6973,0.7353,1.2539,1.307,1.3348,2.1001,1.4963,1.5422,0.9893,0.8892,0.9853,0.6702,0.8273,0.8738,0.8062,0.7853,0.8215,0.9739,0.9295,1.0411,0.9978,1.1592,1.0318,1.276,1.5375,1.624,1.4782,1.4512,1.7158,1.9713,1.9167,1.9871,2.0101,1.7646,2.108,2.1657,2.7246,2.7858,2.692,2.8252,2.9069
Europe,Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,Morocco,MAR,,,,,,,,,,,1.7401,1.7401,1.8633,2.002,2.0111,2.1635,2.2693,2.533,2.5937,2.8841,2.5926,2.5587,2.7679,2.675,2.5735,2.6065,2.7591,2.8958,3.0318,3.4707,3.8941,4.3268,4.7937,5.2202,5.6405,5.9863,6.3974,6.8332,7.269,7.7639,8.1718,8.5828,8.9938,9.3706,9.8322,10.2369,10.5436,11.1918,12.2634,12.9727,13.6451,14.4424,14.6534,15.2097,15.4069,16.3754,17.0426,17.6768,18.1646,18.9527,16.6399,18.6408,17.5324,17.3964
Africa,Mozambique,MOZ,,,,,,,,,,,0.3105,0.3105,0.2794,0.3043,0.1987,0.1708,0.1925,0.2515,0.2422,0.1801,0.2887,0.2639,0.2391,0.2328,0.2049,0.1242,0.1025,0.1087,0.1118,0.118,0.6087,0.4995,0.6866,0.8501,0.6958,0.7307,0.8108,0.8264,0.842,0.8451,0.848,0.8408,0.911,1.1253,1.1417,1.0441,1.1315,1.4047,1.3729,1.5371,1.701,2.0635,2.3806,2.5772,3.0222,3.1389,3.469,3.275,3.2531,3.5939,3.2759,4.1683,3.9207,3.9254
Asia,Myanmar,MMR,,,,,,,,,,,1.5454,1.5454,1.4962,1.3036,1.5751,1.3771,1.459,1.631,1.6682,1.8185,1.9093,1.8812,1.9485,1.8401,2.0242,1.8958,2.0987,1.2447,1.2633,1.2491,1.3439,1.2551,1.0381,1.5879,1.8254,2.7204,2.924,2.3983,2.9508,3.0041,3.508,2.8239,3.4742,3.8835,4.3181,4.7524,3.9894,4.4841,2.0952,2.1925,2.3022,2.3556,3.0289,3.5131,3.9619,4.3304,4.4396,5.9346,6.1012,6.3552,5.8689,4.9609,5.1964,5.3645
Africa,Namibia,NAM,,,,,,,,,,,0.0898,0.0898,0.0966,0.1064,0.108,0.1327,0.1693,0.2178,0.2339,0.2596,0.2759,0.2938,0.271,0.2873,0.292,0.2984,0.3546,0.3919,0.5502,0.514,0.5714,0.4772,0.51,0.529,0.571,0.6204,1.0446,1.0694,1.1084,1.1423,1.1389,1.3724,1.2071,1.2634,1.3329,1.5552,1.3898,1.3938,1.5324,1.6965,1.7762,1.8028,1.7658,1.8726,1.9817,2.0643,2.0643,2.0431,2.0646,2.0473,1.8729,1.9174,2.0906,2.1468
Oceania,Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Nepal,NPL,,,,,,,,,,,0.0631,0.0631,0.0631,0.0663,0.0601,0.0699,0.0826,0.089,0.0954,0.1147,0.1591,0.1486,0.1689,0.1824,0.2096,0.2094,0.2367,0.2364,0.2299,0.2505,0.3386,0.4031,0.4369,0.4811,0.5557,0.6229,0.6429,0.7382,0.7719,0.775,0.8256,0.7503,0.7905,0.7833,0.8373,0.8368,0.8845,0.9084,1.3378,1.7524,1.9403,1.9593,1.6671,1.8753,2.1308,1.8084,3.0419,3.7423,4.0302,2.4949,3.9669,4.3764,4.6119,4.7638
Europe,Netherlands,NLD,,,,,,,,,,,16.3938,17.0333,18.2229,19.2112,17.8593,19.2161,22.1822,22.882,22.423,21.7546,22.1223,22.5259,21.5573,22.0793,22.5002,22.4559,23.3526,23.4966,24.4694,25.579,27.0502,27.5359,29.0222,29.8819,29.3147,29.5719,30.8216,30.823,31.5417,32.0925,32.0989,32.3739,33.1314,33.6571,34.1903,34.4236,35.3089,34.5915,34.9505,33.4425,34.0545,34.1459,32.6798,31.1295,28.4158,28.8406,28.9894,29.8225,29.8512,29.4186,24.9537,25.1017,24.9398,25.4901
Oceania,New Zealand,NZL,,,,,,,,,,,4.8754,5.0415,5.6274,5.7139,6.266,6.5926,6.6445,6.6745,6.7335,6.7108,6.7484,6.6626,6.739,6.784,7.1551,7.2539,7.5136,7.7468,8.2625,8.7695,8.662,8.6571,9.0448,9.4368,10.1029,10.7805,10.9078,11.1322,11.3075,11.5916,12.0929,12.1549,12.6325,13.1594,13.4647,13.529,13.6823,13.8079,13.8905,13.6194,13.6061,13.6414,13.5397,13.6935,13.8173,14.3959,14.694,15.6658,16.018,16.1814,13.8196,14.6516,14.8641,15.9996
North America,Nicaragua,NIC,,,,,,,,,,,0.6937,0.6937,0.7281,0.8255,0.8833,0.9045,1.0053,1.1101,1.0313,0.7464,0.8774,0.8881,0.8472,0.8799,0.8447,0.8227,0.9176,0.9463,0.8484,0.7196,0.7447,0.8077,0.9245,0.9504,1.0122,1.1145,1.1691,1.2353,1.3443,1.4066,1.4502,1.465,1.5269,1.518,1.4566,1.4501,1.4949,1.5504,1.5151,1.4859,1.5453,1.6111,1.7049,1.7108,1.8829,2.1296,2.193,2.3335,2.083,2.1541,2.1705,2.4247,2.5514,2.7238
Africa,Niger,NER,,,,,,,,,,,0.1233,0.1233,0.1328,0.1614,0.1488,0.1868,0.1709,0.1929,0.2058,0.215,0.2594,0.3407,0.3628,0.3481,0.3226,0.3227,0.4001,0.387,0.3997,0.4253,0.2122,0.1995,0.193,0.2084,0.2082,0.183,0.1919,0.1913,0.2285,0.219,0.3492,0.3616,0.3649,0.3933,0.403,0.4033,0.4158,0.4886,0.4984,0.6533,0.8029,0.7747,1.0394,1.1056,1.1709,1.2067,1.0804,0.9577,1.03,1.1696,1.1294,1.2529,1.306,1.2671
Africa,Nigeria,NGA,,,,,,,,,,,2.977,2.977,3.4735,4.1618,4.5513,5.4029,7.1646,9.4178,11.5211,11.6169,13.4882,13.9991,15.129,15.7263,14.4557,13.6421,13.0651,12.8062,14.0503,14.1352,11.7602,15.3354,18.7137,16.0715,12.9024,14.944,17.1489,21.8978,18.038,19.6568,21.832,26.5829,27.531,29.0843,29.688,28.7073,24.2273,21.1573,25.3704,23.7401,29.7333,31.7314,35.1641,44.854,49.1804,44.7203,51.2512,51.2974,54.9908,58.8389,50.5135,57.2135,59.6821,57.8574
Europe,North Macedonia,MKD,,,,,,,,,,,0.5457,0.5457,0.5295,0.5605,0.6358,0.6298,0.6477,0.6924,0.7644,0.7437,0.6892,0.6947,0.6325,0.6465,0.6064,0.6818,0.8523,0.7549,0.8415,0.8,0.7656,0.7716,0.7716,1.4516,0.9314,0.8775,1.6729,1.4767,1.0109,1.076,0.9785,0.9449,0.9865,0.9887,1.01,1.0223,1.0224,1.1726,1.1972,1.2866,1.3542,1.4214,1.3603,1.5448,1.6162,1.796,2.0539,2.1344,2.1341,2.3068,1.9508,2.2586,2.4636,2.4894
Europe,Norway,NOR,,,,,,,,,,,6.7384,6.8286,6.9923,6.7545,6.8248,7.9906,7.5924,8.2815,8.4707,9.3214,8.4895,8.1591,8.2784,8.5058,8.8674,9.251,10.0503,10.2036,10.3732,10.5574,10.033,10.1506,10.4047,11.0064,10.8416,11.5199,12.0454,12.2444,12.6769,12.8851,12.055,12.2582,12.2605,12.636,13.0119,13.0696,13.6834,14.2746,13.9281,13.6296,15.0107,14.9825,15.1119,14.9805,15.2825,15.2384,14.7593,13.9547,13.9477,13.5958,12.8251,13.3268,13.7387,13.4938
Asia,Oman,OMN,,,,,,,,,,,0.0931,0.0931,0.0931,0.1149,0.177,0.2515,0.3415,0.6085,0.5123,0.5899,0.6365,0.6861,0.7979,0.919,1.0928,1.2325,1.3071,1.2481,1.2884,1.3598,1.6829,1.8036,1.9504,2.0789,2.1106,2.1915,2.2725,2.416,2.4941,2.5437,2.6249,2.8813,2.8124,3.0371,3.2058,3.6675,4.0929,6.1718,7.3246,7.4428,8.251,9.5634,10.8407,11.9468,12.5373,13.2105,12.4119,12.3032,12.1367,12.0908,10.0525,10.405,11.896,12.2176
Asia,Pakistan,PAK,,,,,,,,,,,3.18,3.18,2.9777,3.3004,3.4386,3.8617,4.1725,4.368,5.2074,6.087,6.7508,7.4604,8.4243,8.4699,9.3356,9.8659,10.3896,12.0419,12.9241,13.4553,13.7861,14.2961,16.112,18.4155,19.4704,20.2425,22.7884,23.3453,24.5602,25.8863,25.5973,25.5319,25.8741,27.1339,29.2563,27.1994,27.5894,33.2046,32.1739,32.6917,33.3598,34.9541,35.7548,36.5915,39.0567,44.0691,49.1341,53.8413,49.335,45.902,52.7733,55.8824,54.0555,43.3748
Oceania,Palau,PLW,,,,,,,,,,,0.7141,0.7141,0.7141,0.7141,0.7141,0.7141,0.7141,0.7141,0.7141,0.7141,0.7141,0.7249,0.7197,0.7472,0.8263,0.6687,0.7289,0.7641,0.7314,0.7638,0.7718,0.7661,0.7002,0.7166,1.0725,0.9043,0.885,0.8459,0.7493,0.7446,0.7893,0.8259,0.4396,0.5407,0.4681,0.5543,0.57,0.4115,0.5487,1.0156,1.0678,1.3706,2.5414,1.3101,0.6727,0.6325,0.6055,0.633,0.6513,0.6713,0.6674,0.6937,0.7319,0.7556
North America,Panama,PAN,,,,,,,,,,,0.788,0.788,0.8226,0.8946,0.9294,0.9486,1.0051,1.0182,1.0779,1.0507,1.0421,1.0211,1.0343,1.0569,1.0888,1.1144,1.1743,1.2218,1.17,1.2051,1.2744,1.3314,1.4317,1.5414,1.6481,1.7332,1.8184,1.9378,2.1615,2.3103,2.3274,2.2305,2.3623,2.4844,2.5544,2.8879,3.0316,2.8282,3.1422,3.419,3.5572,3.6739,3.7101,3.702,3.9466,4.352,4.7015,4.8599,4.8146,5.1074,3.6686,4.9198,5.2779,5.6463
Oceania,Papua New Guinea,PNG,,,,,,,,,,,0.4163,0.4163,0.4538,0.4328,0.4203,0.4875,0.4414,0.4893,0.5194,0.5605,0.5702,0.5911,0.6087,0.5977,0.6862,0.7472,0.613,0.7866,0.7344,0.702,1.0874,1.1083,1.2045,1.2005,1.2451,1.0347,1.075,1.1267,1.0452,1.0165,1.0144,1.2375,1.2578,1.357,1.4695,1.5573,1.6157,1.7048,1.69,2.0657,2.0787,2.2717,2.139,2.057,2.0745,2.4058,2.5765,2.7976,2.7639,2.9727,2.2497,2.3434,2.4906,2.5947
South America,Paraguay,PRY,,,,,,,,,,,0.393,0.393,0.4181,0.4874,0.46,0.4789,0.5454,0.6902,0.8164,0.927,1.0854,1.0577,1.0425,1.0025,1.1409,1.1907,1.2129,1.3391,1.5027,1.5596,1.6213,1.5255,1.8268,2.2764,2.5662,2.9295,2.9576,3.322,3.4801,3.4818,2.8033,2.9906,3.1657,3.3714,3.3663,3.0563,3.3572,3.2074,3.8021,3.955,4.4521,4.6746,4.4198,4.7447,4.9776,5.4747,6.3965,7.2542,7.6139,7.3764,6.9063,7.8604,7.1014,7.1677
South America,Peru,PER,,,,,,,,,,,5.2602,5.2602,5.6427,6.2328,6.0229,6.3994,6.1813,5.8064,5.5273,5.6662,6.1341,6.9139,6.7455,6.1511,6.2668,5.8763,6.2329,7.1776,7.3332,6.7275,7.1369,6.3787,6.8966,7.0542,8.0013,8.6979,9.0886,9.4008,9.3458,9.8694,9.7112,9.0548,8.9229,9.3746,10.6093,10.0781,10.8262,11.2817,13.7922,15.0674,16.8793,17.6992,18.0077,19.5631,19.3422,21.1462,23.1496,23.4842,24.1788,25.5655,19.9162,21.5476,23.1808,24.0271
Asia,Philippines,PHL,,,,,,,,,,,9.8492,9.8492,9.9912,10.4369,9.9326,10.2439,10.1946,10.3345,10.6168,10.5152,10.0105,9.6203,9.7638,9.9075,9.8476,9.9049,10.3185,10.8553,11.3397,11.9897,13.761,13.0123,15.087,17.1083,17.9958,21.2732,24.0955,24.7506,25.4582,25.1605,25.2438,25.1703,26.0992,25.4967,26.3873,25.1142,23.5826,23.713,22.7237,23.5899,23.7494,23.5298,24.4943,25.5633,26.6465,30.821,33.3354,34.4552,35.6394,36.9062,28.4553,31.7788,34.8475,36.4537
Europe,Poland,POL,,,,,,,,,,,28.9801,28.2311,29.3042,29.6846,29.8075,31.0446,30.2236,30.6509,30.6375,29.194,28.1218,26.0766,23.9278,25.2247,24.9565,24.2083,24.8964,25.217,24.0735,23.8227,20.2285,21.0903,21.4699,20.8912,21.5389,22.3168,25.2798,26.7447,28.1885,30.668,26.9682,26.8003,25.8845,28.3001,32.094,34.5128,38.2583,42.3268,44.2772,44.6883,47.1183,47.7243,45.8747,43.1785,43.7914,46.6543,53.26,61.5437,63.3229,64.2933,61.3837,66.4286,67.7151,67.9125
Europe,Portugal,PRT,,,,,,,,,,,3.5399,3.8863,4.2425,4.7344,4.6922,5.3331,5.3783,5.6017,5.7358,6.2475,6.7691,7.0007,7.4548,7.2774,7.0677,6.6521,7.1009,7.7766,8.5439,9.0665,9.6884,10.3479,11.259,11.8227,12.4286,12.9164,13.6943,14.2459,15.5202,16.2475,17.6115,17.8539,18.4888,19.4354,19.895,19.0713,19.0153,19.1788,19.2378,18.955,18.5264,17.1985,15.832,15.6047,15.6891,15.7701,16.3493,16.7,16.8199,17.1967,14.3305,15.4494,16.4197,15.7814
Asia,Qatar,QAT,,,,,,,,,,,0.2334,0.2334,0.2743,0.3337,0.3941,0.4452,0.6392,0.7907,0.8404,0.9346,1.0476,1.1866,1.3724,1.381,1.2751,1.2526,1.2353,1.2623,1.366,1.5865,1.4733,1.4857,1.5835,1.6749,1.7832,1.9668,2.0965,2.3473,2.4667,2.2915,2.4178,2.6178,2.9043,3.363,3.7563,4.7286,5.6482,6.5478,8.4099,8.4632,8.8686,9.8458,9.3028,10.1888,12.2667,12.7924,13.1802,13.4513,11.7595,12.3309,11.4528,12.1829,14.0773,14.7829
Europe,Romania,ROU,,,,,,,,,,,6.5049,6.5049,6.9431,7.3129,6.1265,8.176,8.986,8.1719,7.87,7.6352,6.8851,4.4793,6.1563,5.2721,5.0495,4.2841,3.9884,5.5526,5.1836,10.599,11.734,10.2845,10.4235,8.3468,8.8591,8.1658,11.4767,11.6818,11.0525,9.3061,9.4528,11.5486,11.7867,12.4201,12.8874,12.0716,12.5237,13.2767,14.8584,14.892,13.8264,14.0458,15.3168,14.9203,15.2769,15.3956,16.4626,17.5915,18.0805,18.5506,18.0008,19.1771,20.7484,20.7788
Africa,Rwanda,RWA,,,,,,,,,,,0.0236,0.0236,0.0297,0.0297,0.0297,0.0481,0.0666,0.0658,0.0746,0.0687,0.1988,0.2677,0.2746,0.3223,0.2862,0.2953,0.2916,0.2918,0.3608,0.3549,0.3525,0.3292,0.338,0.3506,0.3663,0.3565,0.3533,0.3591,0.3525,0.3682,0.3029,0.3059,0.3702,0.3088,0.2997,0.3272,0.324,0.2933,0.2901,0.2992,0.2992,0.384,0.4113,0.489,0.5271,0.6237,0.5688,0.5626,0.524,0.6105,0.5809,0.6431,0.5961,0.5963
Oceania,Samoa,WSM,,,,,,,,,,,0.0243,0.0243,0.0265,0.0252,0.0245,0.0284,0.0257,0.0285,0.0303,0.0327,0.0333,0.0345,0.0406,0.0398,0.049,0.0427,0.0298,0.0342,0.0343,0.041,0.0628,0.0648,0.063,0.0706,0.0747,0.0617,0.0641,0.0654,0.0631,0.0614,0.0782,0.0828,0.0807,0.0795,0.0752,0.0845,0.0898,0.0946,0.1113,0.1244,0.144,0.1501,0.1509,0.1399,0.133,0.1529,0.1585,0.1729,0.1687,0.1935,0.2014,0.2166,0.2303,0.2399
Europe,San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,Sao Tome and Principe,STP,,,,,,,,,,,0.0018,0.0018,0.0019,0.0021,0.0022,0.0027,0.0034,0.0044,0.0047,0.0052,0.0055,0.0059,0.0054,0.0057,0.0058,0.0054,0.0068,0.0069,0.0087,0.0085,0.0177,0.0234,0.0205,0.0201,0.0245,0.0258,0.0266,0.0266,0.027,0.0284,0.0262,0.0259,0.0301,0.0343,0.0406,0.0446,0.0483,0.051,0.0569,0.0616,0.0651,0.0639,0.0688,0.0703,0.0656,0.0707,0.0774,0.0783,0.0763,0.0938,0.0996,0.1015,0.1167,0.1219
Asia,Saudi Arabia,SAU,,,,,,,,,,,3.3232,3.3232,3.9476,4.3535,4.9206,6.029,7.1671,10.9445,18.5837,22.3089,19.5827,25.4909,29.6136,41.1527,46.8328,44.0922,40.3453,45.4312,47.6978,45.0551,49.4036,51.4713,54.5299,57.4354,61.2373,54.1284,56.8705,57.7182,57.9073,58.1332,60.9413,62.7154,66.4147,68.6798,72.171,75.7518,81.8587,91.2583,98.5314,101.551,105.3986,116.5377,126.8074,128.9048,136.7232,146.9389,146.4491,142.9099,136.1028,136.4324,122.3184,128.2202,139.0687,145.4886
Africa,Senegal,SEN,,,,,,,,,,,0.4346,0.4346,0.4692,0.5106,0.5042,0.5419,0.5954,0.6427,0.633,0.6869,0.716,0.6784,0.6725,0.7394,0.7691,0.7477,0.7127,0.6488,0.5431,0.6879,0.7298,0.7493,0.7879,0.7566,0.7438,0.785,0.849,0.9224,1.018,1.1044,1.1745,1.1708,1.2791,1.4071,1.5164,1.4623,1.5538,2.0272,2.1852,1.9514,2.0604,2.1984,2.1021,2.3322,2.449,2.7179,2.9637,2.625,2.8967,3.0957,2.8659,3.2821,3.5414,3.4308
Europe,Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,Seychelles,SYC,,,,,,,,,,,0.0135,0.0135,0.0145,0.016,0.0162,0.0199,0.0254,0.0327,0.0351,0.0389,0.0414,0.0353,0.0298,0.0546,0.0584,0.057,0.061,0.0655,0.1229,0.1248,0.1226,0.1732,0.151,0.1525,0.1521,0.166,0.1708,0.1815,0.1842,0.1937,0.3632,0.3914,0.3561,0.3608,0.5237,0.4834,0.5342,0.4536,0.5021,0.55,0.4838,0.3934,0.4603,0.4239,0.4631,0.4969,0.5833,0.6068,0.5331,0.6024,0.6398,0.6519,0.6857,0.7064
Africa,Sierra Leone,SLE,,,,,,,,,,,0.0449,0.0449,0.0483,0.0532,0.054,0.0663,0.0846,0.1089,0.117,0.1298,0.1379,0.1469,0.1463,0.1436,0.146,0.1492,0.1775,0.1961,0.2754,0.2573,0.286,0.3778,0.2395,0.2347,0.2427,0.2703,0.2732,0.2882,0.2925,0.3076,0.1829,0.2297,0.239,0.2525,0.2593,0.2424,0.3083,0.295,0.2931,0.2995,0.3096,0.3745,0.4367,0.5292,0.5401,0.449,0.4843,0.4757,0.4664,0.478,0.5077,0.5173,0.5417,0.526
Asia,Singapore,SGP,,,,,,,,,,,1.5276,1.5276,1.6125,1.7874,1.7387,1.8608,2.0426,2.4465,2.5934,2.9571,2.8578,3.0477,3.2705,3.4035,3.6447,3.4075,3.474,3.5803,3.4973,4.0728,4.0669,4.9302,4.7595,4.7219,5.1368,5.6462,5.1062,5.0649,5.0801,5.1371,5.2185,5.317,5.2889,5.3051,5.4098,5.594,5.8124,6.007,6.1242,6.7011,6.7864,7.2474,7.0106,6.5131,6.7306,7.2195,7.4049,6.6374,6.3845,6.2977,6.1766,6.1442,6.0305,6.7113
Europe,Slovenia,SVN,,,,,,,,,,,1.8953,1.8953,1.8392,1.9479,2.2093,2.1894,2.2524,2.4069,2.6599,2.5839,2.3953,2.4167,2.1993,2.2469,2.1084,2.3683,2.9611,2.6229,2.9252,2.7834,2.6224,2.4781,2.5556,3.0867,3.4469,3.8428,4.3558,4.5642,3.7937,3.5879,3.5281,3.6867,3.8007,3.8563,4.0419,4.3114,4.5496,5.1513,6.0574,5.078,5.2119,5.567,5.5834,5.2878,5.3043,5.2757,5.6468,5.7708,5.7444,5.5327,4.4982,5.1188,5.382,4.7757
Oceania,Solomon Islands,SLB,,,,,,,,,,,0.0243,0.0243,0.0265,0.0252,0.0245,0.0284,0.0257,0.0285,0.0303,0.0327,0.0333,0.0493,0.0457,0.0498,0.049,0.048,0.035,0.0468,0.0568,0.0529,0.081,0.0836,0.0914,0.0911,0.0964,0.0796,0.0826,0.0844,0.0815,0.0792,0.0977,0.1051,0.1039,0.103,0.1021,0.1157,0.1229,0.1284,0.1495,0.164,0.1959,0.2088,0.2089,0.1969,0.1735,0.1548,0.1444,0.1589,0.1664,0.1727,0.1797,0.1933,0.2055,0.2141
Africa,Somalia,SOM,,,,,,,,,,,0.071,0.071,0.0763,0.084,0.0853,0.1048,0.1337,0.1721,0.1848,0.2051,0.2179,0.2703,0.2466,0.2557,0.2686,0.2469,0.2968,0.2241,0.2832,0.2841,0.2818,0.2104,0.1703,0.176,0.1754,0.1849,0.1903,0.1904,0.1933,0.2033,0.2911,0.2993,0.3363,0.3441,0.3545,0.366,0.384,0.3996,0.4017,0.4038,0.4017,0.3827,0.389,0.3977,0.3713,0.3983,0.4271,0.423,0.4206,0.4727,0.502,0.5115,0.4784,0.4792
Africa,South Africa,ZAF,,,,,,,,,,,28.7199,28.7199,28.8586,30.2706,28.3703,31.345,29.5543,28.6866,29.2139,25.321,25.5837,26.5522,26.4537,26.2123,27.6995,26.4274,26.0684,27.4878,28.6936,28.9507,29.5458,29.5745,30.0627,30.2267,31.3304,35.1738,34.3186,35.2274,34.8915,35.3592,35.1803,36.0054,36.7912,38.9773,41.255,43.2016,44.3515,48.7521,47.0532,45.0708,46.4991,48.7816,48.8432,53.6493,51.2065,53.554,50.923,55.411,54.2412,51.6741,44.3114,48.2214,48.1228,49.4052
Africa,South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,Spain,ESP,,,,,,,,,,,23.3159,25.5158,27.1282,32.3955,35.1066,36.3155,39.8542,39.3293,41.5657,46.8499,45.124,42.5612,42.4272,42.8428,44.4761,43.9428,45.363,47.9279,56.9524,60.3473,63.2138,65.8313,69.3807,68.3905,70.7091,71.9596,76.9047,76.8472,84.2403,88.5096,90.4737,94.6519,96.4278,101.4129,105.7617,109.5413,113.1496,116.1237,109.9247,101.3249,98.4477,91.988,82.6541,81.6526,82.0941,85.1402,88.3378,91.2029,92.2693,93.581,73.7894,86.5391,92.9329,92.1021
Asia,Sri Lanka,LKA,,,,,,,,,,,1.3546,1.3546,1.6987,1.6354,1.4551,1.3116,1.432,1.5566,1.8338,2.051,2.0816,2.0781,2.1965,2.0848,2.334,2.4363,2.4483,2.5083,2.5324,2.4031,2.4958,2.5136,2.7984,2.9934,3.484,3.6963,5.0748,4.6669,4.8766,5.402,5.1564,5.2172,5.315,5.6578,5.8438,6.3153,5.988,6.5694,6.0217,5.499,6.9208,7.3827,7.9824,7.7239,8.0256,9.2297,11.2888,10.4485,9.9507,10.1975,8.89,10.1949,8.5955,9.4371
Africa,Sudan,SDN,,,,,,,,,,,2.0562,2.0562,2.1812,2.4697,2.5273,2.1608,1.5943,1.7048,2.0728,2.1323,2.2744,2.2545,2.5718,2.5849,2.2855,2.7496,2.5879,2.0166,3.1902,2.8205,3.9629,3.1314,3.1211,2.05,2.979,2.7936,2.6479,3.1327,2.9838,2.4256,2.6446,3.4207,3.9097,3.7325,4.0528,4.8144,5.7865,6.3224,7.5976,7.5179,8.4389,8.6598,9.3586,9.7231,10.12,10.6995,11.9706,11.8089,12.1697,12.4251,11.3354,12.9306,12.0293,12.0563
South America,Suriname,SUR,,,,,,,,,,,0.037,0.0369,0.0298,0.0329,0.0384,0.0505,0.0542,0.0558,0.0582,0.0506,0.0725,0.0645,0.062,0.0478,0.0438,0.0567,0.0606,0.0542,0.0633,0.0751,0.181,0.1746,0.1675,0.1742,0.1774,0.1809,0.1767,0.1972,0.2052,0.2118,0.289,0.2954,0.4286,0.4569,0.4724,0.504,0.5323,0.5359,0.5733,0.5848,0.6708,0.5719,0.6928,0.6184,0.6697,0.6756,1.0003,0.8236,0.6789,0.8812,0.8107,0.8134,0.8306,0.8383
Europe,Sweden,SWE,,,,,,,,,,,13.9151,13.8512,14.1534,15.0535,14.947,15.4271,16.5182,17.175,17.6506,17.34,16.6886,16.3821,16.4811,16.803,17.6156,18.1727,19.3775,19.6917,20.7837,21.3311,19.8568,19.5586,20.3441,19.4351,20.1472,20.3406,20.0948,20.3326,20.6281,21.069,21.214,21.1418,21.3499,21.6433,22.0426,20.9938,21.1118,21.2561,20.8149,20.2934,20.6653,20.3745,19.3483,18.849,18.3627,18.4115,17.5914,17.3311,16.4319,16.3586,15.1067,15.3314,13.6122,13.3122
Europe,Switzerland,CHE,,,,,,,,,,,8.2908,9.193,9.5286,9.912,9.4953,9.0069,9.0034,9.564,9.7077,9.7212,10.3352,10.6186,10.8672,11.3441,11.6016,11.709,12.3655,12.601,13.2983,13.6236,14.5063,14.9481,15.2922,14.2689,14.6168,14.3714,14.3855,14.8504,14.9899,14.9726,16.5496,16.2419,16.2688,16.3887,16.4895,16.5724,16.6963,17.0355,17.4493,17.2407,17.1761,16.9752,17.1306,17.0824,16.9197,16.2024,16.0428,15.7479,15.8147,15.7621,14.4479,14.6239,14.4444,14.6636
